product_id,qty,amount,invoice_date,city,stock_code,unit_price,avg_price,cost_price,list_price,discount_pct,margin_pct,salesperson,invoice_delay,price_gap,price_gap_pct,expected_margin,margin_gap,rule_high_discount,rule_underpricing,rule_margin_collapse,rule_high_delay,rule_based_leak,revenue_leak,ml_pred,iso_anomaly,predicted_price,price_deviation_model,price_anomaly,sales_cluster,risk_score,risk_flag
140,5,33.19,,Hatfieldfurt,21249600,6.64,15.45,11.59,19.31,65.63,-42.71,Salesperson_12,0,-8.809999999999999,-0.5702265372168285,0.24983818770226535,42.95983818770227,1,1,1,0,1,1,1.0,0.0,6.633380191863889,0.006619808136110628,0.0,1,0.4,1
183,7,26.32,,New Cherylchester,47746923,3.76,19.63,14.73,24.54,84.68,-74.47,Salesperson_06,0,-15.87,-0.8084564442180336,0.24961793173713698,74.71961793173713,1,1,1,0,1,1,1.0,0.0,3.7673827717775557,0.007382771777555863,0.0,3,0.4,1
108,7,6.59,,Lake Joshuamouth,20484989,0.94,15.47,11.6,19.34,95.13,-91.89,Salesperson_02,0,-14.530000000000001,-0.9392372333548804,0.25016160310277963,92.14016160310278,1,1,1,0,1,1,1.0,0.0,0.9419206459660613,0.0019206459660613406,0.0,2,0.4,1
196,8,46.3,,Wigginsport,35270416,5.79,18.05,13.54,22.56,74.35,-57.25,Salesperson_01,0,-12.260000000000002,-0.679224376731302,0.24986149584487544,57.499861495844875,1,1,1,0,1,1,1.0,0.0,5.79239438174495,0.0023943817449501026,0.0,1,0.4,1
133,8,26.84,,Port Russell,1290400,3.36,17.16,12.87,21.45,84.36,-73.93,Salesperson_12,3,-13.8,-0.8041958041958043,0.25000000000000006,74.18,1,1,1,0,1,1,1.0,0.0,3.3582915230116077,0.0017084769883921602,0.0,1,0.4,1
150,1,48.57,,East Juan,6481407,48.57,14.05,10.54,17.57,176.5,360.84,Salesperson_12,4,34.519999999999996,2.456939501779359,0.2498220640569396,-360.590177935943,1,0,0,0,1,1,1.0,0.0,48.55987887212049,0.010121127879507696,0.0,1,0.4,1
127,1,46.38,,Noahstad,82560621,46.38,17.42,13.06,21.77,113.04,255.07,Salesperson_17,0,28.96,1.6624569460390355,0.2502870264064294,-254.81971297359357,1,0,0,0,1,1,1.0,0.0,46.39335787810388,0.01335787810387501,0.0,2,0.4,1
118,3,70.1,,Bridgethaven,92318137,23.37,17.89,13.42,22.36,4.48,74.14,Salesperson_10,9,5.48,0.30631637786472893,0.24986025712688656,-73.89013974287312,1,0,0,0,1,1,1.0,0.0,23.361352933589323,0.008647066410677695,0.0,3,0.4,1
103,4,10.92,2000-05-03,West Kathryn,95596877,2.73,19.73,14.8,24.67,88.93,-81.55,Salesperson_16,0,-17.0,-0.8616320324379118,0.2498732894069944,81.79987328940699,1,1,1,0,1,1,1.0,0.0,2.7262311249812967,0.003768875018703266,0.0,0,0.4,1
137,7,77.79,,New Anna,54751453,11.11,15.36,11.52,19.21,42.14,-3.56,Salesperson_15,0,-4.25,-0.27669270833333337,0.25,3.81,1,1,1,0,1,1,1.0,0.0,11.10832723500857,0.0016727649914294318,0.0,1,0.4,1
185,1,45.92,,Burgessstad,29738748,45.92,19.65,14.74,24.57,86.9,211.51,Salesperson_15,0,26.270000000000003,1.3368956743002547,0.2498727735368956,-211.26012722646308,1,0,0,0,1,1,1.0,0.0,45.93441793187256,0.014417931872557688,0.0,1,0.4,1
152,7,18.74,,New Charleshaven,58560372,2.68,17.02,12.77,21.28,87.42,-79.03,Salesperson_19,6,-14.34,-0.8425381903642774,0.24970622796709754,79.2797062279671,1,1,1,0,1,1,1.0,0.0,2.6940841895156082,0.014084189515608081,0.0,0,0.4,1
164,6,74.53,,Jenniferstad,94859461,12.42,12.98,9.74,16.23,23.47,27.55,Salesperson_12,4,-0.5600000000000005,-0.04314329738058555,0.24961479198767336,-27.300385208012326,1,0,0,0,1,1,1.0,0.0,12.404177704334773,0.015822295665227415,0.0,1,0.4,1
177,8,96.91,2002-07-05,Gabrielaberg,71802916,12.11,14.69,11.02,18.36,34.03,9.95,Salesperson_20,0,-2.58,-0.17562968005445884,0.24982981620149763,-9.700170183798502,1,0,0,0,1,1,1.0,0.0,12.075477460714849,0.0345225392851507,1.0,0,0.7,1
171,9,54.26,,Edwardsport,66481652,6.03,17.95,13.46,22.43,73.12,-55.21,Salesperson_03,1,-11.919999999999998,-0.6640668523676879,0.25013927576601663,55.46013927576602,1,1,1,0,1,1,1.0,0.0,6.020671386852519,0.009328613147481235,0.0,1,0.4,1
102,6,81.38,,Lake Nicholas,4409151,13.56,16.85,12.64,21.07,35.62,7.3,Salesperson_05,8,-3.290000000000001,-0.19525222551928786,0.24985163204747776,-7.050148367952522,1,0,0,0,1,1,1.0,0.0,13.569290947353695,0.009290947353694179,0.0,1,0.4,1
184,8,64.5,,Scottburgh,84752888,8.06,18.21,13.66,22.76,64.58,-40.97,Salesperson_19,0,-10.15,-0.557386051619989,0.24986271279516753,41.21986271279517,1,1,1,0,1,1,1.0,0.0,8.049581107682844,0.010418892317156647,0.0,0,0.4,1
123,2,7.09,,Gomezburgh,7396045,3.54,13.89,10.42,17.36,79.58,-65.97,Salesperson_07,2,-10.350000000000001,-0.7451403887688985,0.24982001439884813,66.21982001439885,1,1,1,0,1,1,1.0,0.0,3.5535797917267775,0.01357979172677748,0.0,0,0.4,1
140,4,77.3,1994-11-03,Hoodchester,77562388,19.32,15.45,11.59,19.31,0.07,66.79,Salesperson_09,0,3.870000000000001,0.25048543689320396,0.24983818770226535,-66.54016181229774,0,0,0,0,0,0,0.0,0.0,19.306814969234452,0.013185030765548333,0.0,3,0.0,0
133,6,7.4,2016-10-07,Lake Michaelchester,772105,1.23,17.16,12.87,21.45,94.25,-90.42,Salesperson_07,0,-15.93,-0.9283216783216783,0.25000000000000006,90.67,1,1,1,0,1,1,1.0,0.0,1.2399060086426694,0.00990600864266944,0.0,0,0.4,1
160,1,5.71,1973-01-03,New George,27040546,5.71,15.37,11.53,19.21,70.28,-50.46,Salesperson_18,8,-9.66,-0.6284970722186077,0.2498373454782043,50.709837345478206,1,1,1,0,1,1,1.0,0.0,5.7101232664953985,0.00012326649539851076,0.0,1,0.4,1
157,4,12.06,2012-10-05,West Robert,93277563,3.02,19.07,14.31,23.84,87.35,-78.92,Salesperson_04,6,-16.05,-0.8416360776088097,0.2496067121132669,79.16960671211326,1,1,1,0,1,1,1.0,0.0,3.02265494937585,0.002654949375850091,0.0,0,0.4,1
189,9,74.54,,Weaverborough,42556787,8.28,16.55,12.42,20.69,59.97,-33.29,Salesperson_14,8,-8.270000000000001,-0.4996978851963747,0.24954682779456197,33.53954682779456,1,1,1,0,1,1,1.0,0.0,8.269037202929564,0.01096279707043557,0.0,0,0.4,1
102,1,81.26,,Michaelside,60165879,81.26,16.85,12.64,21.07,285.71,542.84,Salesperson_18,0,64.41,3.8225519287833825,0.24985163204747776,-542.5901483679526,1,0,0,0,1,1,1.0,1.0,81.29893700195846,0.03893700195845895,1.0,1,1.0,1
131,4,73.35,,South Nathan,5488605,18.34,14.09,10.57,17.61,4.13,73.55,Salesperson_09,0,4.25,0.3016323633782825,0.24982256919801274,-73.30017743080198,1,0,0,0,1,1,1.0,0.0,18.339644211065263,0.00035578893473697804,0.0,3,0.4,1
108,5,96.51,,Harrisport,22584977,19.3,15.47,11.6,19.34,0.2,66.34,Salesperson_02,6,3.83,0.24757595345830638,0.25016160310277963,-66.08983839689722,0,0,0,0,0,0,0.0,0.0,19.307541039491202,0.007541039491201218,0.0,2,0.0,0
115,9,88.05,2012-04-11,New Cynthia,31478175,9.78,13.27,9.95,16.59,41.02,-1.7,Salesperson_20,5,-3.49,-0.2629992464204974,0.2501883948756594,1.9501883948756593,1,1,1,0,1,1,1.0,0.0,9.808374297196819,0.028374297196819498,0.0,0,0.4,1
118,4,69.69,2002-09-10,Hickmanhaven,34646045,17.42,17.89,13.42,22.36,22.1,29.84,Salesperson_15,0,-0.46999999999999886,-0.026271660145332523,0.24986025712688656,-29.590139742873113,1,0,0,0,1,1,1.0,0.0,17.42561989555841,0.005619895558407251,0.0,1,0.4,1
147,9,74.19,,East Joshua,70628425,8.24,19.34,14.5,24.17,65.9,-43.17,Salesperson_07,5,-11.1,-0.5739400206825233,0.250258531540848,43.42025853154085,1,1,1,0,1,1,1.0,0.0,8.220921449313916,0.019078550686083773,0.0,0,0.4,1
127,1,70.57,,North Amber,55991551,70.57,17.42,13.06,21.77,224.16,440.27,Salesperson_12,0,53.14999999999999,3.0510907003444308,0.2502870264064294,-440.0197129735935,1,0,0,0,1,1,1.0,1.0,70.57353861679506,0.0035386167950690606,0.0,1,0.7,1
185,7,89.63,,Peckside,33353487,12.8,19.65,14.74,24.57,47.88,-13.14,Salesperson_08,10,-6.849999999999998,-0.3486005089058523,0.2498727735368956,13.389872773536895,1,1,1,0,1,1,1.0,0.0,12.800932690885842,0.0009326908858415806,0.0,0,0.4,1
150,1,44.95,,Brucetown,70884265,44.95,14.05,10.54,17.57,155.89,326.49,Salesperson_15,0,30.900000000000002,2.1992882562277583,0.2498220640569396,-326.24017793594305,1,0,0,0,1,1,1.0,0.0,44.95493318817829,0.004933188178284809,0.0,1,0.4,1
181,7,15.31,,West Tracieville,60434982,2.19,14.12,10.59,17.65,87.61,-79.35,Salesperson_03,10,-11.93,-0.844900849858357,0.24999999999999997,79.6,1,1,1,0,1,1,1.0,0.0,2.188035000664933,0.001964999335066775,0.0,1,0.4,1
199,9,32.54,1991-05-09,Wallaceville,81788057,3.62,16.5,12.37,20.62,82.47,-70.78,Salesperson_14,0,-12.879999999999999,-0.7806060606060605,0.25030303030303036,71.03030303030303,1,1,1,0,1,1,1.0,0.0,3.636902790060159,0.016902790060159045,0.0,0,0.4,1
181,8,21.32,1984-02-12,Charlestown,11642220,2.66,14.12,10.59,17.65,84.9,-74.84,Salesperson_17,8,-11.459999999999999,-0.8116147308781869,0.24999999999999997,75.09,1,1,1,0,1,1,1.0,0.0,2.657761121637657,0.002238878362343044,0.0,2,0.4,1
169,7,14.44,1987-10-10,Stanleyborough,29244072,2.06,16.73,12.55,20.91,90.13,-83.56,Salesperson_04,7,-14.67,-0.8768679019725044,0.2498505678421996,83.8098505678422,1,1,1,0,1,1,1.0,0.0,2.0434730150968083,0.01652698490319171,0.0,0,0.4,1
120,7,54.95,,Port Hannah,76516740,7.85,15.13,11.35,18.92,58.5,-30.84,Salesperson_18,0,-7.280000000000001,-0.481163251817581,0.24983476536682095,31.08983476536682,1,1,1,0,1,1,1.0,0.0,7.8509848084683345,0.000984808468334819,0.0,1,0.4,1
161,4,30.04,,Kendraview,6437251,7.51,16.85,12.64,21.06,64.34,-40.57,Salesperson_08,8,-9.340000000000002,-0.5543026706231454,0.24985163204747776,40.81985163204748,1,1,1,0,1,1,1.0,0.0,7.5198366845047255,0.009836684504725746,0.0,0,0.4,1
114,6,8.25,1988-04-09,Adamston,48003155,1.38,18.39,13.79,22.99,94.02,-90.03,Salesperson_04,8,-17.01,-0.9249592169657423,0.2501359434475259,90.28013594344753,1,1,1,0,1,1,1.0,0.0,1.3713388527571986,0.008661147242801315,0.0,0,0.4,1
128,1,51.47,2009-03-10,New Amandabury,55845083,51.47,16.27,12.2,20.33,153.13,321.88,Salesperson_02,7,35.2,2.163491087891826,0.2501536570374923,-321.6298463429625,1,0,0,0,1,1,1.0,0.0,51.46475931475831,0.00524068524168797,0.0,2,0.4,1
195,7,53.81,,East Ann,14192920,7.69,15.89,11.91,19.86,61.29,-35.48,Salesperson_06,2,-8.2,-0.5160478288231591,0.2504719949653871,35.730471994965384,1,1,1,0,1,1,1.0,0.0,7.706291288782905,0.016291288782904978,0.0,3,0.4,1
152,3,39.98,,Garymouth,9119031,13.33,17.02,12.77,21.28,37.37,4.38,Salesperson_10,9,-3.6899999999999995,-0.21680376028202114,0.24970622796709754,-4.1302937720329025,1,1,0,0,1,1,1.0,0.0,13.30920124616531,0.020798753834689876,0.0,3,0.4,1
110,5,6.96,,South Courtney,88343587,1.39,16.9,12.68,21.13,93.41,-89.02,Salesperson_04,7,-15.509999999999998,-0.9177514792899408,0.24970414201183427,89.26970414201183,1,1,1,0,1,1,1.0,0.0,1.4070448891382061,0.017044889138206232,0.0,0,0.4,1
171,4,93.37,,East Sarah,177818,23.34,17.95,13.46,22.43,4.06,73.43,Salesperson_18,0,5.390000000000001,0.3002785515320335,0.25013927576601663,-73.17986072423399,1,0,0,0,1,1,1.0,0.0,23.355058699100184,0.015058699100183759,0.0,1,0.4,1
177,7,6.27,,Rodriguezmouth,6100179,0.9,14.69,11.02,18.36,95.12,-91.87,Salesperson_12,0,-13.79,-0.9387338325391422,0.24982981620149763,92.1198298162015,1,1,1,0,1,1,1.0,0.0,0.9009966001829789,0.0009966001829788684,0.0,1,0.4,1
193,9,82.08,1971-02-10,Pratthaven,66080251,9.12,17.59,13.2,21.99,58.53,-30.89,Salesperson_02,0,-8.47,-0.48152359295054015,0.24957362137578173,31.13957362137578,1,1,1,0,1,1,1.0,0.0,9.131035584808188,0.011035584808189114,0.0,2,0.4,1
154,1,53.39,1975-03-02,Burgessshire,27329429,53.39,16.76,12.57,20.95,154.88,324.8,Salesperson_10,0,36.629999999999995,2.1855608591885436,0.25000000000000006,-324.55,1,0,0,0,1,1,1.0,0.0,53.38321814572361,0.00678185427639022,0.0,3,0.4,1
133,8,48.71,1980-02-02,West Angela,39116116,6.09,17.16,12.87,21.45,71.61,-52.68,Salesperson_04,0,-11.07,-0.6451048951048951,0.25000000000000006,52.93,1,1,1,0,1,1,1.0,0.0,6.096913850129546,0.006913850129546262,0.0,0,0.4,1
103,1,44.2,,Teresaland,95264592,44.2,19.73,14.8,24.67,79.19,198.64,Salesperson_14,0,24.470000000000002,1.240243284338571,0.2498732894069944,-198.390126710593,1,0,0,0,1,1,1.0,0.0,44.20347134527232,0.0034713452723167393,0.0,0,0.4,1
122,1,50.24,,Richardmouth,23921931,50.24,18.09,13.57,22.61,122.21,270.34,Salesperson_16,6,32.150000000000006,1.7772249861802103,0.24986180210060804,-270.09013819789936,1,0,0,0,1,1,1.0,0.0,50.24401652309493,0.004016523094925617,0.0,0,0.4,1
177,2,55.55,,Paigeside,6311834,27.78,14.69,11.02,18.36,51.27,152.11,Salesperson_15,0,13.090000000000002,0.8910823689584753,0.24982981620149763,-151.86017018379852,1,0,0,0,1,1,1.0,0.0,27.77791150587472,0.0020884941252816702,0.0,1,0.4,1
189,6,48.04,,Heiditon,2175768,8.01,16.55,12.42,20.69,61.31,-35.51,Salesperson_08,0,-8.540000000000001,-0.5160120845921451,0.24954682779456197,35.75954682779456,1,1,1,0,1,1,1.0,0.0,8.004124160109523,0.005875839890476797,0.0,0,0.4,1
138,9,30.29,,New Bethany,9975538,3.37,16.97,12.73,21.21,84.13,-73.56,Salesperson_14,9,-13.599999999999998,-0.8014142604596346,0.2498526812021213,73.80985268120213,1,1,1,0,1,1,1.0,0.0,3.3581017563867084,0.011898243613291726,0.0,0,0.4,1
164,8,17.93,,Rodgershaven,36106301,2.24,12.98,9.74,16.23,86.19,-76.99,Salesperson_08,0,-10.74,-0.8274268104776579,0.24961479198767336,77.23961479198766,1,1,1,0,1,1,1.0,0.0,2.2619056454050006,0.021905645405000396,0.0,0,0.4,1
122,5,95.53,,Karenberg,55852555,19.11,18.09,13.57,22.61,15.5,40.84,Salesperson_16,1,1.0199999999999996,0.05638474295190711,0.24986180210060804,-40.59013819789939,1,0,0,0,1,1,1.0,0.0,19.08925720353845,0.020742796461551194,0.0,0,0.4,1
134,6,64.9,1988-04-08,Hayesfurt,54104358,10.82,16.85,12.64,21.06,48.64,-14.4,Salesperson_13,0,-6.030000000000001,-0.35786350148367957,0.24985163204747776,14.649851632047477,1,1,1,0,1,1,1.0,0.0,10.806911635696014,0.013088364303985855,0.0,1,0.4,1
189,3,36.5,,Wigginsmouth,12011087,12.17,16.55,12.42,20.69,41.2,-2.0,Salesperson_18,2,-4.380000000000001,-0.26465256797583087,0.24954682779456197,2.249546827794562,1,1,1,0,1,1,1.0,0.0,12.17362906093692,0.0036290609369196147,0.0,1,0.4,1
105,4,58.11,,West Zoeport,81261871,14.53,14.65,10.98,18.31,20.65,32.26,Salesperson_15,1,-0.120000000000001,-0.008191126279863549,0.25051194539249144,-32.00948805460751,1,0,0,0,1,1,1.0,0.0,14.532472935143867,0.002472935143867261,0.0,1,0.4,1
151,1,48.76,,Andrewstad,68360825,48.76,13.51,10.13,16.89,188.75,381.26,Salesperson_13,0,35.25,2.609178386380459,0.2501850481125092,-381.0098149518875,1,0,0,0,1,1,1.0,1.0,48.75767356756507,0.0023264324349270282,0.0,1,0.7,1
165,5,68.3,2013-11-09,New Juliechester,18709490,13.66,17.56,13.17,21.95,37.77,3.72,Salesperson_09,0,-3.8999999999999986,-0.2220956719817767,0.24999999999999994,-3.47,1,1,0,0,1,1,1.0,0.0,13.675117984830186,0.01511798483018545,0.0,3,0.4,1
162,7,62.36,,East Rebeccaview,80411024,8.91,17.92,13.44,22.4,60.24,-33.73,Salesperson_15,10,-9.010000000000002,-0.5027901785714286,0.2500000000000001,33.98,1,1,1,0,1,1,1.0,0.0,8.903129384544249,0.006870615455751405,0.0,1,0.4,1
153,9,93.58,2015-07-08,Briantown,17279109,10.4,13.85,10.39,17.32,39.96,0.07,Salesperson_13,3,-3.4499999999999993,-0.24909747292418769,0.2498194945848375,0.17981949458483748,1,1,0,0,1,1,1.0,0.0,10.399021418607212,0.0009785813927880582,0.0,1,0.4,1
186,9,97.64,2020-07-12,Ronaldmouth,59275015,10.85,17.88,13.41,22.35,51.45,-19.08,Salesperson_01,5,-7.029999999999999,-0.3931767337807606,0.24999999999999994,19.33,1,1,1,0,1,1,1.0,0.0,10.850144268706737,0.0001442687067374493,0.0,1,0.4,1
163,5,40.29,,Hensonchester,4903680,8.06,16.41,12.31,20.51,60.72,-34.54,Salesperson_07,1,-8.35,-0.5088360755636806,0.24984765386959168,34.78984765386959,1,1,1,0,1,1,1.0,0.0,8.048711398993305,0.011288601006695487,0.0,0,0.4,1
170,5,68.84,1990-04-08,East Robertmouth,17622806,13.77,20.26,15.19,25.32,45.62,-9.37,Salesperson_09,0,-6.490000000000002,-0.3203356367226062,0.2502467917077987,9.620246791707798,1,1,1,0,1,1,1.0,0.0,13.773161818027383,0.0031618180273831342,0.0,3,0.4,1
106,4,31.68,,Williamshaven,40989044,7.92,16.38,12.28,20.47,61.31,-35.52,Salesperson_01,0,-8.459999999999999,-0.5164835164835164,0.2503052503052503,35.770305250305256,1,1,1,0,1,1,1.0,0.0,7.9240570695218855,0.004057069521885559,0.0,1,0.4,1
192,5,61.73,,North Nathan,70699968,12.35,12.37,9.28,15.47,20.17,33.05,Salesperson_12,0,-0.019999999999999574,-0.0016168148746968129,0.2497978981406629,-32.800202101859334,1,0,0,0,1,1,1.0,0.0,12.323387953441634,0.02661204655836613,0.0,1,0.4,1
139,2,23.5,2002-08-06,East Jason,35282563,11.75,17.26,12.94,21.57,45.53,-9.22,Salesperson_08,4,-5.510000000000002,-0.3192352259559676,0.2502896871378912,9.470289687137893,1,1,1,0,1,1,1.0,0.0,11.750000232781932,2.327819323966196e-07,0.0,0,0.4,1
117,9,30.29,,South Rick,94015607,3.37,14.98,11.23,18.72,82.02,-70.04,Salesperson_11,8,-11.61,-0.7750333778371161,0.25033377837116155,70.29033377837116,1,1,1,0,1,1,1.0,0.0,3.3581960006958087,0.011803999304191404,0.0,2,0.4,1
132,9,98.09,2001-04-03,Ericside,38629150,10.9,16.57,12.42,20.71,47.37,-12.28,Salesperson_19,0,-5.67,-0.3421846710923355,0.2504526252263126,12.530452625226312,1,1,1,0,1,1,1.0,0.0,10.907068120843448,0.007068120843447545,0.0,0,0.4,1
129,2,41.72,,Anthonyfurt,14317170,20.86,16.88,12.66,21.1,1.14,64.77,Salesperson_17,0,3.9800000000000004,0.23578199052132706,0.24999999999999994,-64.52,1,0,0,0,1,1,1.0,0.0,20.860871984960134,0.0008719849601348528,0.0,2,0.4,1
174,7,83.85,,North Brittney,8578853,11.98,15.01,11.26,18.77,36.17,6.39,Salesperson_08,0,-3.0299999999999994,-0.2018654230512991,0.2498334443704197,-6.14016655562958,1,1,0,0,1,1,1.0,0.0,11.964418265845998,0.015581734154002547,0.0,0,0.4,1
178,5,67.05,1983-02-05,Port Diamond,28460657,13.41,16.08,12.06,20.09,33.26,11.23,Salesperson_03,0,-2.669999999999998,-0.16604477611940288,0.2499999999999999,-10.98,1,0,0,0,1,1,1.0,0.0,13.40606766300028,0.00393233699971951,0.0,1,0.4,1
149,3,53.78,,Matthewstad,15398079,17.93,16.71,12.53,20.88,14.16,43.06,Salesperson_03,6,1.2199999999999989,0.07301017354877312,0.2501496110113705,-42.80985038898863,1,0,0,0,1,1,1.0,0.0,17.930520105417596,0.0005201054175962838,0.0,1,0.4,1
109,4,46.65,1989-03-06,Lake Wendy,56624021,11.66,19.2,14.4,24.0,51.4,-18.99,Salesperson_01,1,-7.539999999999999,-0.3927083333333333,0.24999999999999994,19.24,1,1,1,0,1,1,1.0,0.0,11.64390855769903,0.01609144230097037,0.0,1,0.4,1
195,3,21.94,1971-03-09,Mckeetown,69207433,7.31,15.89,11.91,19.86,63.17,-38.62,Salesperson_05,1,-8.580000000000002,-0.5399622404027692,0.2504719949653871,38.870471994965385,1,1,1,0,1,1,1.0,0.0,7.346627060527382,0.036627060527382405,1.0,1,0.7,1
168,6,97.48,,Malonemouth,95592466,16.25,15.87,11.9,19.84,18.09,36.51,Salesperson_10,3,0.3800000000000008,0.023944549464398286,0.2501575299306868,-36.25984247006931,1,0,0,0,1,1,1.0,0.0,16.242387493384555,0.0076125066154446586,0.0,3,0.4,1
184,4,28.3,,North Andrewfurt,62452618,7.08,18.21,13.66,22.76,68.92,-48.2,Salesperson_07,0,-11.13,-0.6112026359143328,0.24986271279516753,48.44986271279517,1,1,1,0,1,1,1.0,0.0,7.08060074453882,0.0006007445388203081,0.0,0,0.4,1
106,1,96.32,,New Jeffrey,52805974,96.32,16.38,12.28,20.47,370.51,684.19,Salesperson_09,10,79.94,4.880341880341881,0.2503052503052503,-683.9396947496948,1,0,0,0,1,1,1.0,1.0,96.31318369896823,0.0068163010317618955,0.0,3,0.7,1
191,3,83.0,1976-10-07,Zacharyberg,36073276,27.67,19.0,14.25,23.74,16.52,94.2,Salesperson_07,8,8.670000000000002,0.4563157894736843,0.25,-93.95,1,0,0,0,1,1,1.0,0.0,27.629663229076733,0.04033677092326826,1.0,0,0.7,1
147,9,58.89,,North Carlville,39935366,6.54,19.34,14.5,24.17,72.93,-54.89,Salesperson_09,8,-12.8,-0.6618407445708376,0.250258531540848,55.14025853154085,1,1,1,0,1,1,1.0,0.0,6.542206635366853,0.002206635366852616,0.0,3,0.4,1
191,1,76.34,,New Deborah,34618455,76.34,19.0,14.25,23.74,221.51,435.85,Salesperson_08,3,57.34,3.0178947368421056,0.25,-435.6,1,0,0,0,1,1,1.0,1.0,76.33707668357786,0.0029233164221409424,0.0,0,0.7,1
143,1,77.98,,Andersonside,84489029,77.98,15.28,11.46,19.1,308.32,580.53,Salesperson_12,7,62.7,4.103403141361257,0.24999999999999992,-580.28,1,0,0,0,1,1,1.0,1.0,78.07421595905006,0.09421595905006086,1.0,1,1.0,1
144,1,77.6,2009-08-04,Ericburgh,52839917,77.6,15.78,11.84,19.73,293.32,555.54,Salesperson_02,3,61.81999999999999,3.9176172370088715,0.24968314321926488,-555.2903168567807,1,0,0,0,1,1,1.0,1.0,77.7711613395244,0.17116133952440293,1.0,2,1.0,1
